Wall time,Step,Value
1701910809.675255,100,0.028340669348835945
1701910886.374944,200,0.028345711529254913
1701910963.204984,300,0.028363972902297974
1701911040.056168,400,0.028403840959072113
1701911117.040098,500,0.0284452922642231
1701911193.475246,600,0.028505045920610428
1701911269.953774,700,0.02858753316104412
1701911346.09331,800,0.02869514562189579
1701911422.658803,900,0.028783859685063362
1701911500.349365,1000,0.028934119269251823
1701911730.361785,1100,0.029091453179717064
1701911807.217567,1200,0.029222123324871063
1701912029.067807,1300,0.02939489297568798
1701912105.543113,1400,0.029605254530906677
1701912181.363986,1500,0.029804255813360214
1701912256.839815,1600,0.030025243759155273
1701912332.494627,1700,0.030224192887544632
1701912408.52367,1800,0.030440907925367355
1701912484.183177,1900,0.030690498650074005
1701912560.283842,2000,0.030990200117230415
1701912787.411095,2100,0.031234007328748703
1701912862.986377,2200,0.03148027881979942
1701912939.261877,2300,0.031758323311805725
1701913015.437342,2400,0.032018013298511505
1701913092.486991,2500,0.0323377326130867
1701913168.392472,2600,0.03263632208108902
1701913244.761274,2700,0.03285526484251022
1701913320.658556,2800,0.03312276303768158
1701913396.694006,2900,0.0333683155477047
1701913472.694146,3000,0.03357810527086258
1701913702.969201,3100,0.03381090238690376
1701913778.826329,3200,0.034054819494485855
1701913855.31273,3300,0.03429889678955078
1701913931.719878,3400,0.03454194217920303
1701914008.004915,3500,0.034712452441453934
1701914084.26867,3600,0.03490442782640457
1701914160.961882,3700,0.035110022872686386
1701914237.437871,3800,0.035326119512319565
1701914314.070618,3900,0.03556524217128754
1701914390.825854,4000,0.03569957613945007
1701914618.61806,4100,0.03586958348751068
1701914695.299968,4200,0.0360834114253521
1701914772.087666,4300,0.03625338524580002
1701914849.218619,4400,0.036459777504205704
1701914926.076694,4500,0.03660072758793831
1701915003.057484,4600,0.036815982311964035
1701915079.974052,4700,0.03695998340845108
1701915156.649158,4800,0.037134960293769836
1701915233.153245,4900,0.03730680048465729
1701915309.73562,5000,0.03745341673493385
1701915537.99482,5100,0.0376124382019043
1701915614.131475,5200,0.037832703441381454
1701915690.797467,5300,0.03807288780808449
1701915759.798892,5400,0.03832343965768814
1701915827.357078,5500,0.03852343186736107
1701915894.872932,5600,0.03865251690149307
1701915962.4215,5700,0.038791488856077194
1701916029.959185,5800,0.0389082208275795
1701916102.179212,5900,0.039093002676963806
1701916171.774486,6000,0.0392342172563076
1701916372.510621,6100,0.039428308606147766
1701916440.038737,6200,0.03965306282043457
1701916507.69011,6300,0.039793193340301514
1701916575.360478,6400,0.039930012077093124
1701916643.1573,6500,0.040055084973573685
1701916710.958597,6600,0.04021979868412018
1701916778.663729,6700,0.040327444672584534
1701916846.41237,6800,0.040476467460393906
1701916914.09168,6900,0.040641095489263535
1701916981.7586,7000,0.04080674797296524
1701917182.083956,7100,0.04097360000014305
1701917250.041068,7200,0.041089802980422974
1701917320.027878,7300,0.041214458644390106
1701917388.741155,7400,0.04138205200433731
1701917456.779804,7500,0.04151309281587601
1701917526.27696,7600,0.041620884090662
1701917594.186138,7700,0.04173458367586136
1701917661.797593,7800,0.04188186675310135
1701917729.417317,7900,0.04205842688679695
1701917796.993928,8000,0.04230885207653046
1701917996.312363,8100,0.04244115203619003
1701918063.865827,8200,0.042556390166282654
1701918131.389617,8300,0.04269206523895264
1701918198.945865,8400,0.042817458510398865
1701918266.403477,8500,0.042987968772649765
1701918333.958913,8600,0.04307859390974045
1701918401.490406,8700,0.043206535279750824
1701918468.974249,8800,0.04336922615766525
1701918536.811235,8900,0.04351810738444328
1701918604.481136,9000,0.0436992384493351
1701918802.437445,9100,0.043848589062690735
1701918870.133816,9200,0.04396376386284828
1701918939.254409,9300,0.04410629719495773
1701919007.551612,9400,0.04419781267642975
1701919075.612966,9500,0.04439665377140045
1701919143.302657,9600,0.04455571621656418
1701919211.096489,9700,0.044646766036748886
1701919278.906193,9800,0.04476296529173851
1701919346.537356,9900,0.04486430063843727
1701919414.109043,10000,0.04496157914400101
1701919610.366419,10100,0.0450516901910305
1701919678.03534,10200,0.04517531022429466
1701919745.583551,10300,0.045270711183547974
1701919813.120059,10400,0.04538584128022194
