Wall time,Step,Value
1701988990.671874,100,0.0041600000113248825
1701989065.989984,200,0.007320000324398279
1701989142.719299,300,0.010480000637471676
1701989255.125574,400,0.013640000484883785
1701989451.458476,500,0.01680000126361847
1701989527.244353,600,0.01996000111103058
1701989602.522896,700,0.023120000958442688
1701989677.320877,800,0.026280000805854797
1701989752.481318,900,0.029440000653266907
1701989827.647224,1000,0.032600000500679016
1701990065.480696,1100,0.035760000348091125
1701990140.830946,1200,0.038920000195503235
1701990216.255496,1300,0.042080000042915344
1701990291.849746,1400,0.045239999890327454
1701990367.586401,1500,0.04839999973773956
1701990443.014492,1600,0.05155999958515167
1701990518.839211,1700,0.05471999943256378
1701990593.926021,1800,0.05787999927997589
1701990669.303168,1900,0.061039999127388
1701990744.901041,2000,0.0642000064253807
1701990983.720606,2100,0.06736000627279282
1701991058.98935,2200,0.07052000612020493
1701991134.300048,2300,0.07368000596761703
1701991209.185066,2400,0.07684000581502914
1701991283.964833,2500,0.07999999821186066
1701991360.071858,2600,0.07999997586011887
1701991435.448683,2700,0.0799999088048935
1701991511.054334,2800,0.07999979704618454
1701991586.315995,2900,0.079999640583992
1701991661.90866,3000,0.07999943941831589
1701991901.310051,3100,0.07999919354915619
1701991976.767207,3200,0.07999890297651291
1701992051.971887,3300,0.07999856770038605
1701992127.408257,3400,0.0799981877207756
1701992202.483586,3500,0.07999776303768158
1701992278.351016,3600,0.07999730110168457
1701992354.38072,3700,0.07999678701162338
1701992429.800183,3800,0.07999622821807861
1701992505.354365,3900,0.07999563217163086
1701992580.329272,4000,0.07999498397111893
1701992809.65976,4100,0.07999428361654282
1701992881.427644,4200,0.07999355345964432
1701992953.11448,4300,0.07999277114868164
1701993024.465066,4400,0.07999195158481598
1701993095.94984,4500,0.07999107986688614
1701993167.546763,4600,0.07999016344547272
1701993239.093606,4700,0.07998920232057571
1701993310.632651,4800,0.07998820394277573
1701993382.301041,4900,0.07998715341091156
1701993453.692883,5000,0.07998605817556381
1701993796.95603,5100,0.07998491823673248
1701993862.927167,5200,0.07998374104499817
1701993928.901826,5300,0.07998251914978027
1701993994.917298,5400,0.0799812451004982
1701994060.872132,5500,0.07997992634773254
1701994126.799119,5600,0.0799785703420639
1701994192.737259,5700,0.07997716218233109
1701994258.733131,5800,0.07997570931911469
1701994324.711815,5900,0.0799742192029953
1701994390.717234,6000,0.07997267693281174
1701994594.838261,6100,0.07997109740972519
1701994660.742823,6200,0.07996947318315506
1701994726.708132,6300,0.07996779680252075
1701994792.675231,6400,0.07996608316898346
1701994858.640841,6500,0.07996432483196259
1701994924.646095,6600,0.07996251434087753
1701994990.528137,6700,0.0799606665968895
1701995056.45269,6800,0.07995877414941788
1701995122.320416,6900,0.07995682209730148
1701995188.308822,7000,0.0799548402428627
1701995394.686397,7100,0.07995281368494034
1701995460.627576,7200,0.0799507424235344
1701995526.852189,7300,0.07994862645864487
1701995592.942674,7400,0.07994645833969116
1701995658.902424,7500,0.07994425296783447
1701995724.907211,7600,0.0799420028924942
1701995790.840043,7700,0.07993970811367035
1701995856.838909,7800,0.07993736863136292
1701995922.773725,7900,0.0799349844455719
1701995988.76082,8000,0.0799325555562973
1701996192.872381,8100,0.07993007451295853
1701996258.818616,8200,0.07992755621671677
1701996324.657405,8300,0.07992499321699142
1701996390.552504,8400,0.0799223855137825
1701996456.476111,8500,0.0799197405576706
1701996522.405585,8600,0.07991703599691391
1701996588.300157,8700,0.07991430163383484
1701996654.200457,8800,0.07991151511669159
1701996720.173038,8900,0.07990868389606476
1701996786.056574,9000,0.07990580052137375
1701996988.506888,9100,0.07990288734436035
1701997054.383823,9200,0.07989992201328278
1701997120.297697,9300,0.07989691197872162
1701997186.241049,9400,0.07989386469125748
